,logPriceRatio,rHold,rTime,action,J,M,JAdj,MAdj,Q
0,0,10,10,0.0,-0.0231432070187618,0.0011090885206082,0,0,-0.02383138360615572
1,-2,0,2,10.0,-0.0009331523483694029,8.726367995889436e-07,0,0,-0.0009331545845625888
2,-8,0,2,10.0,-0.0032631527918741965,1.0790273014823937e-05,0,0,-0.0032633233201202457
3,5,1,2,10.0,0.002169024319106222,4.704675784149567e-06,0,0,0.0021690243079614917
4,-1,2,2,10.0,-0.005417937263274346,2.9355139628734077e-05,0,0,-0.005417938577802295
5,10,0,2,10.0,0.0029890142955393034,1.2108637353501119e-05,0,0,0.002985204978465828
6,4,0,2,10.0,0.001627656887138644,2.758160522394092e-06,0,0,0.0016275262148424709
7,-1,1,2,10.0,-0.0030359480147500416,9.21698034826473e-06,0,0,-0.0030359480147500416
8,11,0,2,10.0,0.0048648122311995235,2.3666414005184525e-05,0,0,0.0048648122120470965
9,5,2,2,10.0,0.0028658326568762383,8.21307514434685e-06,0,0,0.002865832562883684
10,-19,5,2,10.0,-0.06834078455322709,0.004676037274195258,0,0,-0.06834747388224068
11,-7,2,2,10.0,-0.013672417693708269,0.00018693503068416473,0,0,-0.013672417723819795
12,-14,0,2,10.0,-0.005210295456981881,2.763457351447071e-05,0,0,-0.005210880330700391
13,-1,0,2,10.0,-0.0010262004290427847,1.0586225338794904e-06,0,0,-0.001026207071298759
14,-14,2,2,10.0,-0.021927920414742084,0.00048085278728190355,0,0,-0.021927943327022054
15,-8,1,2,10.0,-0.008507317413531404,7.267850815850053e-05,0,0,-0.008507682283832115
16,-20,0,2,10.0,-0.007975416399798953,6.464785887527897e-05,0,0,-0.00797666511034907
17,4,1,2,10.0,0.0019252686411740595,3.7164773291525504e-06,0,0,0.0019252568595879023
18,5,0,2,10.0,0.0018024491917602223,3.254043978666112e-06,0,0,0.0018024429266924754
19,16,0,2,10.0,0.000443368588041146,2.2096843455013063e-06,0,0,0.00044095285767237837
20,10,1,2,10.0,0.005858722035418656,3.499242891862777e-05,0,0,0.005857920669382263
21,-7,3,2,10.0,-0.020274143821213442,0.00041401257469558193,0,0,-0.020277709821628243
22,-14,1,2,10.0,-0.013455542487522964,0.00018178174717070782,0,0,-0.01345641863576757
23,-7,1,2,10.0,-0.008610063168000004,7.413318775695011e-05,0,0,-0.008610063168000004
24,-2,1,2,10.0,-0.0015725467809986774,2.6348458367088954e-06,0,0,-0.0015727411119486128
25,-25,5,2,10.0,-0.07957449777986175,0.0063731036766254134,0,0,-0.07962370135551158
26,10,2,2,10.0,0.00994655417428165,9.945121234503388e-05,0,0,0.009945933447397913
27,-2,2,2,10.0,-0.004878132567088751,2.4383692328438048e-05,0,0,-0.004878837585072367
28,11,3,2,10.0,0.01259692420166969,0.00015893946364753435,0,0,0.012596615844503783
29,4,2,2,10.0,0.002769880599423934,7.68463042140963e-06,0,0,0.0027698657291603205
30,-13,9,2,10.0,-0.0955682194369861,0.0091333811674364,0,0,-0.09556833535828266
31,-8,3,2,10.0,-0.019297634221429376,0.0003764784084319621,0,0,-0.019302529887694833
32,-8,2,2,10.0,-0.013537292757304469,0.00018420084046824416,0,0,-0.01353842381163
33,-13,1,2,10.0,-0.013860728709187465,0.00019211980034969378,0,0,-0.013860728709187465
34,-7,5,2,10.0,-0.0358292969855457,0.0012837484448171,0,0,-0.0358293088923521
