,logPriceRatio,rHold,rTime,action,J,M,JAdj,MAdj,Q
0,0,10,10,0.0,-0.017941319452875776,0.0023067998328364834,0,0,-0.02032321011982739
1,-14,0,2,10.0,-0.005558075461990152,3.41713837828815e-05,0,0,-0.0055620104791201976
2,4,1,2,10.0,0.002259892660483791,5.1717959457126344e-06,0,0,0.002259815043153226
3,-20,1,2,10.0,-0.019653295064957298,0.0003888121732864131,0,0,-0.019656367264608662
4,16,1,2,10.0,0.010418018505413138,0.00010995093962169785,0,0,0.010416319509362056
5,-7,5,2,10.0,-0.03349033884567454,0.001128277990137296,0,0,-0.033498349078641576
6,-38,2,2,10.0,-0.052965596906636124,0.0028108072058500746,0,0,-0.0529721402068447
7,-8,0,2,10.0,-0.0031719682906605835,1.1524785695960692e-05,0,0,-0.003173724374091389
8,17,6,2,10.0,0.03622493227400393,0.0013124118563880842,0,0,0.036224732908245634
9,-13,9,2,10.0,-0.09679711030250333,0.009370123434303847,0,0,-0.09679764174816996
10,5,3,2,10.0,0.002562578858088381,6.6456856379230195e-06,0,0,0.002562484207807579
11,10,2,2,10.0,0.00974169122594159,9.536208650386642e-05,0,0,0.009741137379666856
12,10,0,2,10.0,0.002238473261223668,9.053884010933297e-06,0,0,0.002233621515460004
13,-1,5,2,10.0,-0.017437073464053245,0.0003071421951225216,0,0,-0.017440782261011322
14,-20,4,2,10.0,-0.050178380695750806,0.0025341700496892515,0,0,-0.05019794088828067
15,-14,1,2,10.0,-0.014260285120281855,0.00020461679767542565,0,0,-0.014261798399438287
16,-8,1,2,10.0,-0.00837759466637913,7.162319161664459e-05,0,0,-0.00837932158544613
17,5,9,2,10.0,-0.016926016215630318,0.0002880434496337701,0,0,-0.016927880325272704
18,4,2,2,10.0,0.0026393675186919333,7.005382473704177e-06,0,0,0.0026393205728019596
19,-20,0,2,10.0,-0.008048284511994807,7.084961546649484e-05,0,0,-0.008055574190251382
20,-2,0,2,10.0,-0.0008270591247185528,8.821064981167715e-07,0,0,-0.0008272968203613566
21,-20,3,2,10.0,-0.04001964130781902,0.0016170774284549954,0,0,-0.040038248193477226
22,-26,0,2,10.0,-0.0104432714056671,0.00011932925254654395,0,0,-0.010455592207540044
23,5,6,2,10.0,-0.004375485568075893,1.9633633346135045e-05,0,0,-0.0043760720793435265
24,4,3,2,10.0,0.002018576331879883,4.1988537945264314e-06,0,0,0.0020184272878156022
25,17,8,2,10.0,0.03867367872764744,0.0015074375501945238,0,0,0.03865953777900916
26,10,1,2,10.0,0.006717570333508466,4.62350060197398e-05,0,0,0.0067162392277075374
27,-2,2,2,10.0,-0.00484135756229752,2.4198460795605883e-05,0,0,-0.004842269223597029
28,4,0,2,10.0,0.0010890294417610549,1.660558741139437e-06,0,0,0.0010884599534217144
29,-1,1,2,10.0,-0.0027453255771882914,7.711560097246578e-06,0,0,-0.0027455352742752704
30,-1,9,2,10.0,-0.04402741803574268,0.0019391899926566422,0,0,-0.044028349780257804
31,16,0,2,10.0,0.0009165447457665564,4.883425729466387e-06,0,0,0.0009116927000163875
32,22,0,2,10.0,0.0008580495084071878,6.776298703564533e-06,0,0,0.0008508014487135638
33,-13,3,2,10.0,-0.02939029329769762,0.0008705988310028335,0,0,-0.029398464686751394
34,-8,5,2,10.0,-0.034378788796919094,0.0011885652368141377,0,0,-0.03438678573812425
35,-2,3,2,10.0,-0.008677610135593903,7.678909136571888e-05,0,0,-0.008679395944034331
36,-19,3,2,10.0,-0.04028436009598683,0.0016324394432762727,0,0,-0.04029589182590659
37,-1,3,2,10.0,-0.007790392564241011,6.209009451541936e-05,0,0,-0.007792072418093536
38,-26,3,2,10.0,-0.050312204298690835,0.002553881379589085,0,0,-0.050339280472525894
39,-14,3,2,10.0,-0.029746368157404286,0.0008954720491461145,0,0,-0.02975911891411262
40,-7,1,2,10.0,-0.008464337174888403,7.214749984751197e-05,0,0,-0.00846494017013318
41,11,6,2,10.0,0.015700437171565478,0.00024689829378194366,0,0,0.015699963691881078
42,16,3,2,10.0,0.023176852754291037,0.0005390743918678658,0,0,0.023174563288362503
43,-7,9,2,10.0,-0.0708566553181902,0.005021251251791848,0,0,-0.07085735809688344
44,-8,3,2,10.0,-0.01879129081544603,0.0003581614739654119,0,0,-0.018797349451591724
45,-8,2,2,10.0,-0.013454364774252988,0.00018274888199068415,0,0,-0.013456439514867417
46,-20,2,2,10.0,-0.029778037390462243,0.0008920497897482573,0,0,-0.02978441932516683
47,-14,4,2,10.0,-0.038234073535906944,0.0014706909296943196,0,0,-0.03824468939656116
48,-2,1,2,10.0,-0.002710439038115859,7.823914865624078e-06,0,0,-0.0027110119602193968
49,5,5,2,10.0,-0.000911636340486397,1.6012828661708162e-06,0,0,-0.0009125605829450475
50,-13,4,2,10.0,-0.038245499179019246,0.001472171553567493,0,0,-0.038256843194357404
51,-32,1,2,10.0,-0.02998130810512714,0.0009030973075002099,0,0,-0.02998637027129392
52,-2,4,2,10.0,-0.01214305117561546,0.00014910515362355365,0,0,-0.012145032929739384
53,10,3,2,10.0,0.012349798837192626,0.00015285382359087968,0,0,0.01234939528646652
54,28,1,2,10.0,0.016993898404564625,0.0002912951272200167,0,0,0.016990895351482203
55,-14,2,2,10.0,-0.02138535077516302,0.00046120698127430094,0,0,-0.021389999279360063
56,11,2,2,10.0,0.010684734656627792,0.00011465228957076798,0,0,0.010684148174761921
57,-32,3,2,10.0,-0.06059405156222634,0.003700617025907883,0,0,-0.060628825091644904
58,4,5,2,10.0,-0.0016314118332181945,3.315199130199812e-06,0,0,-0.0016321962666909571
59,-26,1,2,10.0,-0.024708869185617155,0.0006147750985085745,0,0,-0.024713965444109115
60,-1,7,2,10.0,-0.029184895715057845,0.0008523064042043409,0,0,-0.02918555363462449
61,11,5,2,10.0,0.015874922169811845,0.00025210622720772376,0,0,0.015874810481839675
62,34,1,2,10.0,0.02090469448366187,0.00044261370445364235,0,0,0.02089796554006379
63,5,4,2,10.0,0.0013399946274521362,2.131676500743138e-06,0,0,0.001339591318373165
64,-8,4,2,10.0,-0.025216304498440166,0.0006398340428434332,0,0,-0.02522107093478262
65,11,4,2,10.0,0.014941948114460663,0.00022338435325006435,0,0,0.014941801066706867
66,-19,7,2,10.0,-0.09032036014090139,0.008161012467186998,0,0,-0.09032425415434724
67,-1,6,2,10.0,-0.023629509951894865,0.0005589155857481299,0,0,-0.023630184166112584
68,-32,2,2,10.0,-0.04567547829734647,0.00209043978956995,0,0,-0.04568050686360077
69,28,0,2,10.0,0.0016250077621571331,1.5266557974965506e-05,0,0,0.0016098566728596597
70,-13,7,2,10.0,-0.07109459406080783,0.005055826599451868,0,0,-0.07109625641454481
71,10,5,2,10.0,0.014975137832161015,0.00022426399707042594,0,0,0.014975126739387168
72,22,1,2,10.0,0.01394146816885871,0.00019661578275232975,0,0,0.013938766671199875
73,23,6,2,10.0,0.05671130613327324,0.0032184942882995116,0,0,0.05670851967932403
74,23,4,2,10.0,0.04327003695351825,0.0018759689523360613,0,0,0.04326562952826558
75,-13,1,2,10.0,-0.014104140797965181,0.00019948709693804815,0,0,-0.014104813169112248
76,-32,0,2,10.0,-0.012662876400624332,0.00017851842054224042,0,0,-0.012684680378790034
77,-26,2,2,10.0,-0.03780250046591573,0.001434716005793148,0,0,-0.03780932482309684
78,5,1,2,10.0,0.0027088408170754825,7.390768907088397e-06,0,0,0.0027087772766736812
79,-1,8,2,10.0,-0.035652109730064,0.0012715023573928114,0,0,-0.03565262504508994
80,-13,5,2,10.0,-0.049067450088004075,0.002419494848804173,0,0,-0.04908170631680256
81,-2,6,2,10.0,-0.023893351348556312,0.0005732472512308032,0,0,-0.023896177363634606
82,5,8,2,10.0,-0.011180523525430842,0.0001254138314380979,0,0,-0.011181015195593304
83,28,4,2,10.0,0.057833897317506586,0.0033547929288144053,0,0,0.057821857417647574
84,-7,7,2,10.0,-0.05015788872259753,0.0025167971695621554,0,0,-0.050159068764741944
85,-7,4,2,10.0,-0.02555828038294464,0.0006584548379768019,0,0,-0.025564555353156947
86,16,2,2,10.0,0.01688968912688873,0.0002870039649303377,0,0,0.01688759828753586
87,17,3,2,10.0,0.023712941751255278,0.0005648316510807551,0,0,0.023709908097756482
88,28,2,2,10.0,0.03061124075013364,0.0009403937708556106,0,0,0.03060722589742208
89,10,4,2,10.0,0.01411592621176826,0.0001993693837018951,0,0,0.01411579419870529
90,-19,6,2,10.0,-0.07853473906494034,0.006170762594951703,0,0,-0.07853840789088447
91,-19,4,2,10.0,-0.05181711133412483,0.002701391924171577,0,0,-0.05183676601071502
