,logPriceRatio,rHold,rTime,action,J,M,JAdj,MAdj,Q
0,0,10,10,0.0,-0.013755752680583997,0.000899535433934234,0,0,-0.014608130323133805
1,-1,1,2,10.0,-0.0028478416623592176,8.151957360628836e-06,0,0,-0.0028478917686313296
2,-8,0,2,10.0,-0.002026465004927455,5.989761987698025e-06,0,0,-0.002028724846813258
3,4,0,2,10.0,0.0007046751475994155,8.421241105425482e-07,0,0,0.0007042604791431376
4,10,0,2,10.0,0.000800018404663019,2.295401722318667e-06,0,0,0.0007980319579335961
5,-14,0,2,10.0,-0.004766000273564993,2.704509060985055e-05,0,0,-0.004771196671967667
6,-2,0,2,10.0,-0.0004973432466979198,3.741769817123927e-07,0,0,-0.0004974954387099315
7,-8,2,2,10.0,-0.013854138067396396,0.0001923112871976833,0,0,-0.013854587042125038
8,16,0,2,10.0,0.001100190866464343,5.515665017230076e-06,0,0,0.0010950245723748487
9,-7,1,2,10.0,-0.008390382408028389,7.065694291904232e-05,0,0,-0.008390692519187696
10,-1,3,2,10.0,-0.007854499453539835,6.216513053366307e-05,0,0,-0.007855065816181441
11,-8,1,2,10.0,-0.007951606440012488,6.464994639237623e-05,0,0,-0.007953312721711122
12,-1,2,2,10.0,-0.005183438128290662,2.7539502921249844e-05,0,0,-0.005184243894800381
13,11,3,2,10.0,0.01358059871278685,0.00018448264757103832,0,0,0.0135805387293789
14,11,0,2,10.0,0.004162671314297289,1.773089332083451e-05,0,0,0.004162187641277336
15,-13,1,2,10.0,-0.0137780040024578,0.0001900411859164254,0,0,-0.013778253352407418
16,10,1,2,10.0,0.0069184782605070366,4.8775081322938766e-05,0,0,0.00691738657264884
17,16,2,2,10.0,0.016723566726758548,0.00028024627905492115,0,0,0.016722884412769857
18,5,1,2,10.0,0.0027891716820262146,7.815192295048778e-06,0,0,0.0027891288256783366
19,5,3,2,10.0,0.002819431068074901,7.959134501228949e-06,0,0,0.0028194191365305773
20,10,2,2,10.0,0.009721667410761477,9.46961000974522e-05,0,0,0.009721445071339088
21,-20,1,2,10.0,-0.019454853310090288,0.0003798083517896645,0,0,-0.01945643375145733
22,-14,1,2,10.0,-0.013829416321176726,0.00019356565114996108,0,0,-0.013832191795615364
23,-7,0,2,10.0,-0.003785538301699084,1.438624514658892e-05,0,0,-0.0037856054355946338
24,-2,1,2,10.0,-0.002715992237487105,7.570893155592173e-06,0,0,-0.0027162253726729074
25,5,0,2,10.0,0.0017451214236337094,3.072608051383999e-06,0,0,0.0017450888325119189
26,4,1,2,10.0,0.0024990564264121998,6.285544477321955e-06,0,0,0.002499008112666284
27,11,1,2,10.0,0.0069689024647298006,4.910299302485884e-05,0,0,0.00696825759497547
28,-2,2,2,10.0,-0.005177099380558296,2.7373964706029304e-05,0,0,-0.005177785308610118
29,5,4,2,10.0,0.0019435800588078294,3.929819663226667e-06,0,0,0.0019433972793459519
30,-14,2,2,10.0,-0.02175038065683282,0.0004738906964336653,0,0,-0.021751354622092666
31,16,1,2,10.0,0.01112350445078974,0.00012559213579007718,0,0,0.011121272709361734
32,11,2,2,10.0,0.01048271836643795,0.00011052896320348099,0,0,0.01048194847181384
33,5,2,2,10.0,0.0030339175774837714,9.215209517467675e-06,0,0,0.003033904913103168
34,-20,0,2,10.0,-0.0076368748512864815,6.651529658552133e-05,0,0,-0.0076467069781960524
35,-7,3,2,10.0,-0.018795354096202865,0.0003580016534183715,0,0,-0.01880103767758293
36,-20,2,2,10.0,-0.029305250071753226,0.0008603930478939049,0,0,-0.029307164511104322
37,22,0,2,10.0,0.001228604467270845,7.376165693012188e-06,0,0,0.0012215644311636279
38,-7,4,2,10.0,-0.024918504223363665,0.0006245789979611543,0,0,-0.024922880797641298
39,-1,6,2,10.0,-0.022527496350185146,0.0005081262073385277,0,0,-0.022528262088822252
40,-1,0,2,10.0,-0.00096146734976939,9.301426077589833e-07,0,0,-0.0009614742175410937
41,-7,2,2,10.0,-0.013295770749844869,0.0001770056339098508,0,0,-0.013296044486737773
42,17,7,2,10.0,0.03852426398497157,0.001500128683237696,0,0,0.03850505226378687
43,-8,3,2,10.0,-0.019667629556097514,0.0003906531474599401,0,0,-0.019672234550222385
44,-13,3,2,10.0,-0.030060576727113094,0.000910001678417315,0,0,-0.03006821281341389
45,-7,6,2,10.0,-0.04172017678173221,0.0017415388107969298,0,0,-0.041721335573849744
46,11,4,2,10.0,0.01506592812161013,0.00022730263203588657,0,0,0.015065543591365693
47,-19,5,2,10.0,-0.06583013624357636,0.004350406258355992,0,0,-0.06585029554818617
48,-13,2,2,10.0,-0.02116449150995196,0.00044867917894352824,0,0,-0.0211653836836344
49,-1,4,2,10.0,-0.011731008300747251,0.0001392045057077128,0,0,-0.011732913840693865
50,-13,6,2,10.0,-0.06028934622455173,0.0036368645686432792,0,0,-0.06029181738510302
51,-13,4,2,10.0,-0.03950880462485105,0.0015663221919520113,0,0,-0.03951525648373188
52,17,4,2,10.0,0.029533657376769985,0.0008729122299482902,0,0,0.029532847002490165
53,2,2,4,3.0,-0.00047523213094187054,1.3181170540983936e-05,0,0,-0.0004907785208971158
54,-4,1,4,5.0,-0.0031686600232536145,1.2126432184508517e-05,0,0,-0.003171163254263466
55,8,2,4,10.0,0.007081843945589736,5.1282640784797505e-05,0,0,0.007080487793051602
56,-5,0,4,2.0,-0.0022580452296426454,7.193988421986881e-06,0,0,-0.0022605594938380955
57,1,0,4,5.0,-0.00013393554734950975,1.0627195891736483e-06,0,0,-0.00013518928437950556
58,7,0,4,9.0,0.000660463463425335,1.6980241390027947e-06,0,0,0.0006589492888423555
59,-10,4,4,5.0,-0.03210312185677745,0.001050888195927902,0,0,-0.03212745517234961
60,8,3,4,10.0,0.009034224687402849,8.321625641137469e-05,0,0,0.009032305838552173
61,-5,0,4,0.0,-0.0020833318735772985,6.748442316573386e-06,0,0,-0.002086221678322631
62,2,1,4,10.0,0.00012964005234482833,7.996460490788519e-07,0,0,0.00012870064493774008
63,-10,1,4,9.0,-0.01322000650118393,0.00018153453323907972,0,0,-0.013228125654801212
64,7,0,4,8.0,0.0005647726025007053,1.2494346592446279e-06,0,0,0.0005636560426206542
65,-10,2,4,2.0,-0.020764026632700782,0.0004508378754667819,0,0,-0.02078765832085671
66,13,0,4,4.0,0.001380965298984015,5.808881547479113e-06,0,0,0.0013762831193154376
67,-4,4,4,2.0,-0.016905004092198486,0.00034861860005277226,0,0,-0.016980411416233115
68,14,2,4,8.0,0.012781040107870494,0.00016852469582833297,0,0,0.012774836456363287
69,-4,1,4,8.0,-0.005496729799091061,3.3396357606251126e-05,0,0,-0.005500548582037504
70,-10,1,4,0.0,-0.010955060317514875,0.00013417843936830906,0,0,-0.01097205842888438
71,8,1,4,9.0,0.004636441607034716,2.390707034174648e-05,0,0,0.0046335490315551515
72,-5,0,4,6.0,-0.002325189828613396,7.813826777529907e-06,0,0,-0.002328078611459527
73,-10,6,4,9.0,-0.04719329764038644,0.0022331982838219595,0,0,-0.04720048677036387
74,-4,2,4,4.0,-0.008117054835305533,7.578336840332082e-05,0,0,-0.00812893098235029
75,2,2,4,1.0,0.0003071754303207327,1.3559137038440725e-05,0,0,0.00029101769396859507
76,2,3,4,0.0,-0.0024198995945890088,3.723623035248594e-05,0,0,-0.0024575559741545215
77,2,7,4,7.0,-0.008607857946458193,0.0001024381775464765,0,0,-0.00864186949740228
78,2,4,4,2.0,-0.004332673008513631,5.322928509705151e-05,0,0,-0.00437402168415165
79,1,0,4,8.0,-0.00010217615898523708,8.742169014006228e-07,0,0,-0.00010321269130595985
80,14,2,4,7.0,0.011392175176345123,0.0001346996245879773,0,0,0.011386273613137791
81,8,0,4,2.0,0.001731618594280453,5.830660680703681e-06,0,0,0.001728220005010878
82,-11,0,4,5.0,-0.004770667287954544,2.8279513117304287e-05,0,0,-0.0047772915840484775
83,-5,0,4,8.0,-0.0023838942657114304,8.664045793464334e-06,0,0,-0.002387471578419477
84,-4,3,4,9.0,-0.014105353152665572,0.00020185776070867336,0,0,-0.014108829280442286
85,-4,1,4,3.0,-0.006192304705135836,5.21754883103601e-05,0,0,-0.0062089017260347715
86,1,0,4,2.0,-0.00016167654867703995,1.1087745240180225e-06,0,0,-0.00016297571093819104
87,2,2,4,9.0,-0.0006762829029392506,1.2571202242028846e-06,0,0,-0.0006772426169305245
88,1,0,4,7.0,-2.8014194125184047e-05,8.91450441228073e-07,0,0,-2.9082992900570753e-05
89,7,1,4,3.0,0.004883026677987121,3.260843084804414e-05,0,0,0.004872509300414989
90,8,2,4,0.0,0.006597179136798949,6.058740417701553e-05,0,0,0.006576701578862148
91,-11,1,4,10.0,-0.014325809033220109,0.00021470379581651632,0,0,-0.01433717902285238
92,7,0,4,4.0,0.0006260904820814214,1.3524402700415166e-06,0,0,0.0006249379409074751
93,-4,1,4,10.0,-0.006825361643820707,4.994321159635146e-05,0,0,-0.006829390823853602
94,-17,1,4,0.0,-0.01665415340735003,0.00029291753762068545,0,0,-0.016672821461636195
95,1,1,4,4.0,-0.0003860220580860755,6.190037248215324e-06,0,0,-0.0003932712871487391
96,1,0,4,0.0,-0.0002602545995638297,1.3713715457422953e-06,0,0,-0.0002618189664708075
97,-5,0,4,3.0,-0.0015333716227097316,4.631098236390992e-06,0,0,-0.001536107466353403
98,13,1,4,5.0,0.005685374141026888,3.6665155019765425e-05,0,0,0.0056801641299513185
99,-11,2,4,6.0,-0.017956478008293246,0.0003443965899188735,0,0,-0.017982831793241113
100,13,0,4,5.0,0.0013949452291614952,5.8072764881655785e-06,0,0,0.001390311544006529
101,2,1,4,8.0,0.00013658635273155543,1.011921267971999e-06,0,0,0.00013539443420809203
102,2,1,4,4.0,0.00015924895976391647,3.184287158093088e-06,0,0,0.00015545824745162782
103,-4,6,4,6.0,-0.024148324032183158,0.0006029394657437208,0,0,-0.024172081526799644
104,-4,1,4,2.0,-0.005738401149181947,4.572325477852114e-05,0,0,-0.005753753957617453
105,-5,0,4,10.0,-0.002363360427964473,8.087257133718524e-06,0,0,-0.002366362569509973
106,8,2,4,4.0,0.0071760941618523935,5.897304847097022e-05,0,0,0.0071671220965909554
107,-4,1,4,0.0,-0.005536278195028038,4.053344703270566e-05,0,0,-0.005548137879963994
108,1,2,4,1.0,-0.0011856022975616867,1.4471386250413678e-05,0,0,-0.0012012811776926028
109,2,1,4,5.0,0.00048158477349278806,1.387581815587352e-06,0,0,0.00048019798398695536
110,8,2,4,6.0,0.007622118203740698,6.529335973665722e-05,0,0,0.007613482195150864
111,-10,1,4,1.0,-0.011448963225714525,0.00014411563891237954,0,0,-0.011464607481676863
112,8,8,4,5.0,0.015476608679036772,0.0003024623214490829,0,0,0.015401084392742716
113,2,6,4,9.0,-0.009938370006138003,9.940638442918346e-05,0,0,-0.009939132229398339
114,-11,0,4,6.0,-0.004977831905062961,3.1840594322219944e-05,0,0,-0.004986306045679549
115,-16,6,4,6.0,-0.06295355924752817,0.0039874694752765815,0,0,-0.06298274187154163
116,13,2,4,4.0,0.014637315793302507,0.00022322004781877294,0,0,0.014626552952279414
117,2,8,4,6.0,-0.008786746234268276,0.00012916066607423913,0,0,-0.00884909074229485
118,-5,0,4,1.0,-0.0020835343120891507,6.848965481246388e-06,0,0,-0.002086543732391063
119,2,1,4,3.0,0.0001957909482590564,4.162961516584099e-06,0,0,0.0001908413953536597
120,-4,1,4,1.0,-0.005549875658896776,4.245987708151388e-05,0,0,-0.005563866167599535
121,-4,1,4,4.0,-0.005724682448345822,4.224789192138137e-05,0,0,-0.005736053531690202
122,-10,2,4,7.0,-0.014596191130077261,0.00022308608165207467,0,0,-0.014608235873452856
123,8,2,4,1.0,0.007052283885337294,6.492991998218488e-05,0,0,0.007034049630957938
124,8,2,4,9.0,0.0071959078627644125,5.365806250031391e-05,0,0,0.007193655495727309
125,2,1,4,6.0,0.0001779124471191534,1.387205906520017e-06,0,0,0.00017628578343793728
126,13,1,4,2.0,0.007184496514782898,7.64093842418409e-05,0,0,0.007154745641897802
127,2,2,4,0.0,-0.0005140930879616011,1.6528100574222502e-05,0,0,-0.0005336096586069602
128,7,2,4,1.0,0.005373220508887923,3.521811778328529e-05,0,0,0.005365604565912541
129,2,0,4,9.0,4.484687901426383e-06,8.47822002848222e-07,0,0,3.467325632919205e-06
130,2,2,4,10.0,-0.0010563601282575833,1.9859990176965316e-06,0,0,-0.0010574042510141323
131,8,4,4,2.0,0.01047602442995744,0.0001483950928322179,0,0,0.010429646823987256
132,13,0,4,7.0,0.001329887544744178,5.935319262467966e-06,0,0,0.0013248874826872154
133,-4,1,4,6.0,-0.004900669247308234,2.7757209726672043e-05,0,0,-0.004905158028094425
134,-4,0,4,4.0,-0.002576968062622972,9.086567048283397e-06,0,0,-0.0025799030258059777
135,-4,5,4,2.0,-0.019703946909834093,0.0004613506257323411,0,0,-0.01979167303212223
136,7,0,4,1.0,0.0006582950832316368,1.5540477716127174e-06,0,0,0.0006569502488056299
137,2,1,4,1.0,5.797665780157962e-05,7.2473339764199924e-06,0,0,4.928389058129544e-05
138,-10,1,4,5.0,-0.008204672075285673,7.458231882113426e-05,0,0,-0.008213390885235467
139,2,2,4,2.0,-0.00017617739064493306,2.0824930744675727e-05,0,0,-0.0002011300613709746
140,-10,6,4,10.0,-0.05388962124832308,0.0029091426248553523,0,0,-0.05389568286420425
141,2,8,4,2.0,-0.010640148896291817,0.0002544951249005117,0,0,-0.010809687723930119
142,8,6,4,5.0,0.014659164195055117,0.00025249852828049284,0,0,0.014614035274995628
143,-4,1,4,7.0,-0.00474589993983731,2.5504856712362423e-05,0,0,-0.0047494774884054075
144,-17,2,4,1.0,-0.027336946293531166,0.0007841247924284022,0,0,-0.02738112568525876
145,-4,3,4,10.0,-0.01584914630329415,0.00025506426080443696,0,0,-0.01585378889000761
146,-5,0,4,9.0,-0.0025108509579203093,9.021296171547426e-06,0,0,-0.002514111266286699
147,2,3,4,10.0,-0.003297353019027907,1.1809363793872126e-05,0,0,-0.0032984772112620428
148,7,0,4,2.0,0.0006247694845175883,1.2852618522243692e-06,0,0,0.0006236955745854603
149,8,2,4,2.0,0.006972486346941811,6.207203330874244e-05,0,0,0.006956338586001269
150,-10,1,4,4.0,-0.012586702691965754,0.0001784198627899609,0,0,-0.012610696425726582
